weac28l51hiqfzxz,http://www.ifarchive.org/if-archive/games/springthing/2006/baron.zip,0,6,NULL,17,baron_EN.z8
weac28l51hiqfzxz,http://www.ifarchive.org/if-archive/games/springthing/2006/baron.zip,1,6,NULL,17,baron_DU.z8
wqrlx3wvtmkjds9q,http://www.ifarchive.org/if-archive/games/mini-comps/lotech/lotech.zip,0,6,NULL,17,stormy.z5
uszmamdsm653gwbw,http://www.ifarchive.org/if-archive/games/mini-comps/arcade/arcade.zip,0,6,NULL,17,loderunner.z5
f9xvyj311uabnjbx,http://www.ifarchive.org/if-archive/games/mini-comps/arcade/arcade.zip,0,6,NULL,17,joust.z5
xll5odiydidjnktm,http://www.ifarchive.org/if-archive/games/mini-comps/arcade/arcade.zip,0,6,NULL,17,invaders1.z5
6c0vljle73717wig,http://www.ifarchive.org/if-archive/games/mini-comps/arcade/arcade.zip,0,6,NULL,17,galaxian.z5
o1jg8fa0g2t7tohg,http://www.ifarchive.org/if-archive/games/mini-comps/arcade/arcade.zip,0,6,NULL,17,driver.z5
qwhdy69c0czgyfm3,http://www.ifarchive.org/if-archive/games/mini-comps/arcade/arcade.zip,0,6,NULL,17,donkeykong.z5
b67iuep7o6b0kxpm,http://www.ifarchive.org/if-archive/games/glulx/narco.zip,1,29,NULL,17,narco.blb
b67iuep7o6b0kxpm,http://www.ifarchive.org/if-archive/games/pc/narco.zip,2,29,NULL,17,narco.blb
9dk9i8tyyp3hjqs8,http://www.ifarchive.org/if-archive/games/zcode/spanish/celos.zip,1,6,NULL,17,Celos.z5
g4bppjzcsezfuwah,http://www.ifarchive.org/if-archive/games/mini-comps/speedif/SpeedIF_Argonaut.zip,0,38,NULL,17,asciargo.z5
gr0f9vad94p0uyaw,http://www.ifarchive.org/if-archive/games/mini-comps/speedif/SpeedIF_Argonaut.zip,0,38,NULL,17,invisargo.z5
1abt2lr5s834iwky,http://www.ifarchive.org/if-archive/games/mini-comps/speedif/SpeedIF_Argonaut.zip,0,38,NULL,17,fleece.z5
6a23xff9er4s83pl,http://www.ifarchive.org/if-archive/games/mini-comps/introcomp/introcomp06.zip,1,43,NULL,17,Child's Play/Child's Play.zblorb
ty4xjwqeuwtxt4do,http://www.ifarchive.org/if-archive/games/zcode/zchess.zip,1,6,NULL,17,zchess.z5
0oa8mv38ui956q1a,http://www.ifarchive.org/if-archive/games/zcode/vosr.zip,1,6,NULL,17,VOSR_r1.23.z8
uegrmedpzmwi87hr,http://www.ifarchive.org/if-archive/games/zcode/spanish/sombras_de_moria.zip,1,6,NULL,17,sombras.z5
